Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2023-11-20 17:00:36.479 +0900,"Failure",0:00:00,1,0,0,"20231120_170036.479/LogFile.txt","","MovieError -- StopMovie is not allowed -- there is no movie being recorded",0
2023-11-20 17:00:55.658 +0900,"Failure",0:00:00,1,0,0,"20231120_170055.658/LogFile.txt","","MovieError -- StopMovie is not allowed -- there is no movie being recorded",0
